"","AUC","max.kappa.thresh","test.prev","pred.prev","category"
"1",0.814477395227505,0.106320709233256,0.0339307598039216,0.052313112745098,"Legal male"
"2",0.881496214357288,0.061364928738865,0.0078125,0.0176930147058824,"Immature male"
"3",0.897364275417062,0.145700963287859,0.0247395833333333,0.0337009803921569,"Mature female"
"4",0.818637471023373,0.0325591635949223,0.0100337009803922,0.0385263480392157,"Immature female"
