"","AKFIN_SURVEY_YEAR","MAT_SEX","mean_lat","mean_lon","sum_CPUE","chk_lat","chk_lon","mean_weighted_lat","mean_weighted_lon","shrt"
"153",2017,"Immature Female",56.9263771323529,-163.875742132353,3286.06682945316,57.6922479760059,-161.566846830336,57.6922479760059,-161.566846830336,"'17"
"154",2017,"Immature Male",56.9263771323529,-163.875742132353,8213.30389675421,57.3641071262141,-161.870527014559,57.3641071262141,-161.870527014559,"'17"
"155",2017,"Legal Male",56.9263771323529,-163.875742132353,15904.2431022238,57.2287421272795,-162.448427422266,57.2287421272795,-162.448427422266,"'17"
"156",2017,"Mature Female",56.9263771323529,-163.875742132353,33542.3206666195,56.9141587296389,-161.737431008518,56.9141587296389,-161.737431008518,"'17"
"157",2018,"Immature Female",56.9281151470588,-163.874050367647,3557.45315928959,57.5839554263398,-160.765131184265,57.5839554263398,-160.765131184265,"'18"
"158",2018,"Immature Male",56.9281151470588,-163.874050367647,9355.84589681878,57.5441677689821,-161.440828042621,57.5441677689821,-161.440828042621,"'18"
"159",2018,"Legal Male",56.9281151470588,-163.874050367647,9589.57462298659,57.3747859081778,-162.876939287147,57.3747859081778,-162.876939287147,"'18"
"160",2018,"Mature Female",56.9281151470588,-163.874050367647,22423.1978569435,57.2436423903286,-161.771270745069,57.2436423903286,-161.771270745069,"'18"
"161",2019,"Immature Female",56.9281672794118,-163.870181838235,3006.4644225816,57.6335864143228,-160.934331353066,57.6335864143228,-160.934331353066,"'19"
"162",2019,"Immature Male",56.9281672794118,-163.870181838235,9241.79133938378,57.4710777507009,-161.753962962063,57.4710777507009,-161.753962962063,"'19"
"163",2019,"Legal Male",56.9281672794118,-163.870181838235,7198.95501507019,57.2619086085532,-163.20701867123,57.2619086085532,-163.20701867123,"'19"
"164",2019,"Mature Female",56.9281672794118,-163.870181838235,20956.2382821864,57.291309345094,-162.653110018045,57.291309345094,-162.653110018045,"'19"
"165",2021,"Immature Female",56.9272250735294,-163.870492279412,3353.69213950432,57.477655232799,-160.386247131129,57.477655232799,-160.386247131129,"'21"
"166",2021,"Immature Male",56.9272250735294,-163.870492279412,8808.91595160676,57.4514665471137,-161.217869207559,57.4514665471137,-161.217869207559,"'21"
"167",2021,"Legal Male",56.9272250735294,-163.870492279412,10881.8734730299,57.6310642920165,-163.086987442871,57.6310642920165,-163.086987442871,"'21"
"168",2021,"Mature Female",56.9272250735294,-163.870492279412,15495.5066900773,57.4443987478533,-162.209209206287,57.4443987478533,-162.209209206287,"'21"
"169",2022,"Immature Female",56.9298180147059,-163.872859117647,6136.23922046503,57.3657708559001,-160.987012802731,57.3657708559001,-160.987012802731,"'22"
"170",2022,"Immature Male",56.9298180147059,-163.872859117647,10614.9906153359,57.4008297129444,-161.3577358019,57.4008297129444,-161.3577358019,"'22"
"171",2022,"Legal Male",56.9298180147059,-163.872859117647,14720.8505227232,57.0322211023048,-162.392595262724,57.0322211023048,-162.392595262724,"'22"
"172",2022,"Mature Female",56.9298180147059,-163.872859117647,18719.1887229492,57.2729802428091,-161.746202134581,57.2729802428091,-161.746202134581,"'22"
"173",2023,"Immature Female",56.9286588235294,-163.875717352941,5303.88307431787,57.4245335219052,-160.821441185514,57.4245335219052,-160.821441185514,"'23"
"174",2023,"Immature Male",56.9286588235294,-163.875717352941,14545.992253374,57.2571240579419,-161.267942656891,57.2571240579419,-161.267942656891,"'23"
"175",2023,"Legal Male",56.9286588235294,-163.875717352941,11938.7563255272,57.2201887750409,-161.813859473842,57.2201887750409,-161.813859473842,"'23"
"176",2023,"Mature Female",56.9286588235294,-163.875717352941,27419.9383045305,56.8198914288165,-161.350397355734,56.8198914288165,-161.350397355734,"'23"
